rel_x,rel_y,rel_w,rel_h,aspect_ratio,std_dev,edge_density,orb_kp_count,template_pos_score,template_neg_score,label
0.23981481481481481,0.6083333333333333,0.25925925925925924,0.05260416666666667,2.772277227722772,39.153822447828226,0.0,50,0.0,1.0,0
0.19907407407407407,0.2677083333333333,0.026851851851851852,0.011979166666666667,1.2608695652173914,0.2482244331787884,0.0,50,0.0,1.0,0
0.19907407407407407,0.2677083333333333,0.026851851851851852,0.011979166666666667,1.2608695652173914,0.2482244331787884,0.0,50,0.0,1.0,0
0.19907407407407407,0.2677083333333333,0.026851851851851852,0.011979166666666667,1.2608695652173914,0.2482244331787884,0.0,50,0.0,1.0,0
0.5472222222222223,0.1296875,0.09814814814814815,0.034895833333333334,1.5820895522388059,4.278183930023909,0.0,50,0.0,1.0,0
0.2740740740740741,0.18229166666666666,0.23148148148148148,0.20572916666666666,0.6329113924050633,5.295567804741948,0.0,50,0.0,1.0,0
0.4185185185185185,0.20208333333333334,0.037037037037037035,0.03697916666666667,0.5633802816901409,52.292133862902624,0.04154929577464789,50,0.0,1.0,0
0.4398148148148148,0.3453125,0.20555555555555555,0.21927083333333333,0.5273159144893111,47.85360857993021,0.020136526074768357,50,0.0,1.0,0
0.07314814814814814,0.25729166666666664,0.2037037037037037,0.026041666666666668,4.4,50.56974987321639,0.004545454545454546,50,0.0,1.0,0
0.7962962962962963,0.6291666666666667,0.09722222222222222,0.029166666666666667,1.875,58.31244407317231,0.09030612244897959,50,1.0,0.0,1
0.03148148148148148,0.6619791666666667,0.1962962962962963,0.04479166666666667,2.4651162790697674,19.9362480537849,0.004881526985519965,50,0.0,1.0,0
0.7351851851851852,0.6390625,0.17962962962962964,0.022916666666666665,4.409090909090909,64.32956996415483,0.14374414245548267,50,1.0,0.0,1
0.1527777777777778,0.6098958333333333,0.18888888888888888,0.016145833333333335,6.580645161290323,52.96488458773693,0.12286527514231499,50,1.0,0.0,1
0.14537037037037037,0.6171875,0.1712962962962963,0.0171875,5.606060606060606,57.425993552469116,0.1742833742833743,50,1.0,0.0,1
0.05185185185185185,0.5703125,0.1574074074074074,0.04114583333333333,2.151898734177215,70.84573883787458,0.018689501116902457,50,0.0,1.0,0
0.6759259259259259,0.47291666666666665,0.14907407407407408,0.014583333333333334,5.75,88.00278592554533,0.15128660159716062,50,1.0,0.0,1
0.6453703703703704,0.3953125,0.15185185185185185,0.028125,3.037037037037037,59.41414835679373,0.06029810298102981,50,0.0,1.0,0
0.08333333333333333,0.24114583333333334,0.18333333333333332,0.020833333333333332,4.95,25.56758324495753,0.021085858585858586,50,0.0,1.0,0
0.24351851851851852,0.478125,0.04537037037037037,0.033854166666666664,0.7538461538461538,84.02434923367689,0.1456828885400314,50,1.0,0.0,1
0.7953703703703704,0.0375,0.11388888888888889,0.08854166666666667,0.7235294117647059,72.26539063559386,0.07044476327116213,50,1.0,0.0,1
0.7666666666666667,0.034895833333333334,0.1111111111111111,0.09166666666666666,0.6818181818181818,68.4232264371724,0.04441287878787879,50,1.0,0.0,1
0.7796296296296297,0.029166666666666667,0.1527777777777778,0.11510416666666666,0.746606334841629,75.3072997952501,0.040998217468805706,50,1.0,0.0,1
0.6527777777777778,0.75625,0.26481481481481484,0.026041666666666668,5.72,57.381190172119794,0.06685314685314686,50,1.0,0.0,1
0.21574074074074073,0.2994791666666667,0.12962962962962962,0.225,0.32407407407407407,7.093549252928065,0.0,50,0.0,1.0,0
0.044444444444444446,0.6354166666666666,0.1787037037037037,0.027083333333333334,3.7115384615384617,80.59696332331875,0.18563172578716622,50,1.0,0.0,1
0.030555555555555555,0.5161458333333333,0.06851851851851852,0.014583333333333334,2.642857142857143,2.5385219533435635,0.0,50,1.0,0.0,1
0.09722222222222222,0.47760416666666666,0.24444444444444444,0.020833333333333332,6.6,40.85652870533341,0.022537878787878787,50,1.0,0.0,1
0.06296296296296296,0.30572916666666666,0.07685185185185185,0.06197916666666667,0.6974789915966386,63.79108861609957,0.16513111268603828,50,1.0,0.0,1
0.0,0.7848958333333333,0.20833333333333334,0.21510416666666668,0.5447941888619855,17.43680872383105,0.011181059994619316,50,0.0,1.0,0
0.058333333333333334,0.30364583333333334,0.08888888888888889,0.0671875,0.7441860465116279,64.49425725083485,0.14219961240310078,50,1.0,0.0,1
0.05277777777777778,0.7796875,0.10833333333333334,0.0421875,1.4444444444444444,57.841702582593484,0.17326158066898806,50,1.0,0.0,1
0.37962962962962965,0.7963541666666667,0.2388888888888889,0.03177083333333333,4.229508196721311,20.737586077515175,0.0,50,0.0,1.0,0
0.6046296296296296,0.7536458333333333,0.12777777777777777,0.0265625,2.7058823529411766,43.2723586997833,0.036516055697641374,50,1.0,0.0,1
0.6620370370370371,0.6765625,0.25,0.041666666666666664,3.375,23.344881679047138,0.0,50,1.0,0.0,1
0.8074074074074075,0.04583333333333333,0.09907407407407408,0.09270833333333334,0.601123595505618,73.37142602101356,0.08164443977738108,50,1.0,0.0,1
0.30648148148148147,0.40208333333333335,0.03796296296296296,0.025,0.8541666666666666,19.483085017881105,0.07113821138211382,50,0.0,1.0,0
0.2212962962962963,0.659375,0.07314814814814814,0.014583333333333334,2.8214285714285716,54.96273302301968,0.17269439421338154,50,1.0,0.0,1
0.2351851851851852,0.6921875,0.09907407407407408,0.030208333333333334,1.8448275862068966,16.089076969940802,0.009668063164679342,50,0.0,1.0,0
0.5351851851851852,0.775,0.2759259259259259,0.0375,4.138888888888889,106.43193814889148,0.13175801640566742,50,1.0,0.0,1
0.34629629629629627,0.00625,0.3074074074074074,0.034375,5.03030303030303,53.662689323148214,0.0,50,1.0,0.0,1
0.32037037037037036,0.3776041666666667,0.1935185185185185,0.196875,0.5529100529100529,57.94220451712375,0.01946786157312473,50,0.0,1.0,0
0.75,0.478125,0.09444444444444444,0.028125,1.8888888888888888,53.97741746189134,0.12636165577342048,50,1.0,0.0,1
0.7435185185185185,0.46510416666666665,0.10277777777777777,0.0671875,0.8604651162790697,46.77958876196529,0.09435016411760598,50,1.0,0.0,1
0.287962962962963,0.8359375,0.0787037037037037,0.08125,0.5448717948717948,34.584298610150434,0.2689291101055807,50,1.0,0.0,1
